pressure,temperature,vibration,volume_flow,Motor_power,hydraulic_accumulator
161.04,35.52,0.56,6.68,2542.71,90
161.05,35.53,0.56,6.68,2540.64,90
161.05,35.53,0.56,6.7,2541.33,90
161.04,35.54,0.55,6.68,2541.59,90
161.05,35.54,0.55,6.7,2541.36,90
161.03,35.54,0.55,6.7,2543.02,90
161.04,35.54,0.55,6.68,2545.9,90
161.03,35.55,0.54,6.69,2545.56,90
161.02,35.55,0.54,6.68,2545.04,90
161.02,35.57,0.54,6.69,2546.8,90
161.16,35.54,0.54,6.7,2555.56,130
161.18,35.56,0.54,6.7,2551.3,130
161.16,35.57,0.55,6.69,2548.8,130
161.14,35.58,0.54,6.71,2552.35,130
161.16,35.59,0.55,6.71,2550.89,130
161.17,35.6,0.55,6.71,2550.3,130
161.15,35.59,0.55,6.72,2550.23,130
161.15,35.61,0.55,6.7,2549.71,130
161.16,35.62,0.55,6.72,2549.26,130
161.13,35.65,0.55,6.71,2551.58,130
160.48,35.63,0.55,6.45,2578.01,130
160.71,35.6,0.55,6.39,2579.74,130
160.71,35.59,0.55,6.4,2577.75,130
160.71,35.57,0.54,6.4,2577.59,130
160.68,35.58,0.55,6.4,2577.95,130
160.7,35.57,0.54,6.39,2578.33,130
160.7,35.58,0.55,6.39,2578.44,130
160.7,35.62,0.56,6.39,2577.22,130
160.7,35.63,0.55,6.39,2579.29,130
160.67,35.64,0.55,6.39,2582.47,130
160.67,35.65,0.55,6.39,2579.52,130
160.56,35.65,0.55,6.42,2579.8,130
160.57,35.67,0.55,6.42,2578.38,130
160.58,35.66,0.55,6.42,2577.61,130
160.6,35.66,0.55,6.42,2579.87,130
160.58,35.66,0.54,6.42,2578.41,130
160.58,35.66,0.55,6.42,2579.21,130
160.58,35.67,0.54,6.42,2578.68,130
160.55,35.67,0.54,6.41,2579.91,130
160.57,35.68,0.55,6.41,2577.13,130
160.56,35.68,0.55,6.42,2577.81,130
160.51,35.69,0.54,6.43,2579.29,130
160.49,35.69,0.54,6.43,2579.49,130
160.49,35.69,0.54,6.43,2578.33,130
160.51,35.71,0.54,6.43,2578.8,130
160.5,35.71,0.54,6.43,2577.75,130
160.5,35.7,0.53,6.43,2576.7,130
160.49,35.7,0.54,6.43,2575.1,130
160.48,35.71,0.54,6.42,2573.86,130
160.49,35.71,0.54,6.43,2576.84,130
160.51,35.71,0.53,6.43,2580.28,130
160.45,35.72,0.54,6.44,2581.37,130
160.43,35.72,0.53,6.43,2580.62,130
160.43,35.74,0.53,6.43,2580.14,130
160.44,35.74,0.53,6.43,2576.88,130
160.43,35.74,0.54,6.42,2572.74,130
160.45,35.74,0.53,6.43,2575.15,130
160.45,35.75,0.54,6.43,2575.35,130
160.46,35.75,0.54,6.44,2575.09,130
160.44,35.76,0.54,6.43,2574.9,130
160.43,35.78,0.54,6.43,2574.8,130
160.67,35.79,0.54,6.53,2564.4,130
160.92,35.8,0.54,6.48,2569.77,130
160.92,35.81,0.53,6.48,2567.65,130
160.92,35.83,0.53,6.49,2569.27,130
160.9,35.85,0.53,6.49,2571.17,130
160.91,35.86,0.54,6.48,2570.47,130
160.89,35.87,0.54,6.49,2567.73,130
160.91,35.88,0.54,6.48,2564.99,130
160.89,35.89,0.53,6.49,2566.17,130
160.91,35.89,0.64,6.48,2568.57,130
160.93,35.86,0.53,6.49,2569.22,130
160.8,35.87,0.53,6.51,2568.77,130
160.8,35.87,0.54,6.51,2555.2,130
160.79,35.88,0.54,6.5,2553.89,130
160.79,35.89,0.53,6.51,2554.6,130
160.78,35.9,0.54,6.51,2554.01,130
160.77,35.9,0.54,6.5,2553.74,130
160.78,35.91,0.55,6.51,2552.63,130
160.77,35.91,0.54,6.51,2552.13,130
160.78,35.92,0.55,6.51,2553.73,130
160.79,35.94,0.54,6.51,2553.87,130
160.72,35.94,0.54,6.53,2551.25,130
160.7,35.95,0.55,6.53,2552.06,130
160.66,35.94,0.55,6.53,2550.61,130
160.69,35.94,0.54,6.52,2550.9,130
160.69,35.94,0.54,6.52,2550.55,130
160.68,35.96,0.54,6.52,2550.52,130
160.68,35.96,0.55,6.52,2550.78,130
160.68,35.97,0.54,6.52,2550.21,130
160.69,35.96,0.55,6.52,2551.26,130
160.7,35.97,0.55,6.52,2551.43,130
160.63,35.96,0.55,6.53,2550.93,130
160.65,35.97,0.55,6.53,2551.79,130
160.66,35.98,0.55,6.54,2554.03,130
160.65,35.97,0.55,6.52,2551.46,130
160.62,35.99,0.55,6.51,2547.9,130
160.62,35.98,0.55,6.52,2550.03,130
160.62,35.99,0.56,6.53,2549.84,130
160.61,35.98,0.55,6.52,2549.52,130
160.62,36.01,0.55,6.53,2548.89,130
160.65,36.01,0.55,6.52,2550.28,130
161.03,36.03,0.55,6.71,2540.36,130
161.27,36.03,0.54,6.67,2541.65,130
161.28,36.05,0.56,6.66,2539.28,130
161.27,36.08,0.55,6.66,2538.19,130
161.27,36.09,0.55,6.66,2537.93,130
161.26,36.11,0.55,6.67,2537.69,130
161.26,36.12,0.55,6.66,2536.9,130
161.27,36.12,0.56,6.67,2536.99,130
161.27,36.12,0.54,6.66,2538.9,130
161.26,36.14,0.55,6.67,2538.78,130
161.27,36.15,0.56,6.66,2539.63,130
161.17,36.17,0.55,6.7,2537.54,130
161.15,36.16,0.55,6.69,2536.7,130
161.16,36.17,0.55,6.7,2536.43,130
161.18,36.18,0.56,6.7,2535.33,130
161.16,36.18,0.56,6.69,2534.45,130
161.18,36.19,0.55,6.69,2535.41,130
161.18,36.19,0.55,6.69,2537.55,130
161.17,36.19,0.55,6.69,2540.12,130
161.17,36.21,0.55,6.69,2542.29,130
161.14,36.2,0.55,6.69,2544.11,130
161.06,36.23,0.54,6.71,2542.3,130
161.08,36.23,0.55,6.71,2542.72,130
161.07,36.24,0.55,6.71,2540.28,130
161.06,36.24,0.55,6.71,2537.94,130
161.06,36.23,0.55,6.71,2538.44,130
161.04,36.23,0.56,6.71,2538.86,130
161.06,36.24,0.55,6.71,2537.15,130
161.06,36.23,0.54,6.71,2538.27,130
161.05,36.21,0.55,6.7,2537.71,130
161.06,36.24,0.55,6.71,2538.38,130
161.01,36.26,0.55,6.7,2539.07,130
161.01,36.26,0.56,6.72,2536.77,130
161.0,36.26,0.55,6.71,2533.85,130
161.0,36.26,0.55,6.71,2532.31,130
161.0,36.27,0.56,6.72,2531.44,130
160.98,36.29,0.55,6.69,2531.4,130
161.0,36.3,0.56,6.7,2530.35,130
160.99,36.31,0.56,6.71,2531.13,130
161.01,36.3,0.55,6.7,2535.17,130
161.01,36.31,0.55,6.71,2536.42,130
160.86,36.26,0.54,6.71,2538.8,115
160.91,36.27,0.54,6.7,2537.99,115
160.89,36.28,0.55,6.69,2535.23,115
160.91,36.28,0.55,6.69,2532.99,115
160.9,36.28,0.55,6.7,2532.94,115
160.88,36.3,0.55,6.69,2535.33,115
160.91,36.29,0.55,6.69,2535.31,115
160.91,36.29,0.54,6.7,2536.99,115
160.91,36.3,0.55,6.69,2537.9,115
160.89,36.32,0.54,6.7,2536.76,115
160.26,36.3,0.54,6.43,2561.44,115
160.43,36.26,0.55,6.39,2564.14,115
160.45,36.24,0.54,6.38,2563.95,115
160.45,36.21,0.55,6.38,2564.46,115
160.45,36.19,0.55,6.38,2561.48,115
160.44,36.19,0.55,6.38,2560.5,115
160.45,36.19,0.55,6.37,2560.48,115
160.46,36.19,0.55,6.37,2560.0,115
160.45,36.19,0.55,6.38,2560.24,115
160.43,36.19,0.55,6.38,2560.04,115
160.45,36.22,0.54,6.38,2560.17,115
160.34,36.23,0.54,6.4,2558.83,115
160.32,36.23,0.55,6.41,2558.59,115
160.32,36.26,0.54,6.41,2558.33,115
160.32,36.27,0.54,6.4,2558.51,115
160.35,36.26,0.54,6.41,2558.75,115
160.32,36.29,0.54,6.41,2557.46,115
160.35,36.3,0.55,6.41,2556.11,115
160.34,36.31,0.54,6.41,2556.65,115
160.35,36.32,0.54,6.41,2556.95,115
160.35,36.32,0.54,6.41,2557.77,115
160.25,36.33,0.55,6.42,2556.15,115
160.24,36.33,0.55,6.42,2556.78,115
160.21,36.35,0.55,6.42,2555.27,115
160.2,36.36,0.55,6.42,2553.03,115
160.21,36.36,0.55,6.42,2556.96,115
160.22,36.36,0.55,6.42,2558.46,115
160.21,36.36,0.54,6.42,2557.67,115
160.21,36.37,0.54,6.42,2557.59,115
160.21,36.35,0.55,6.42,2557.0,115
160.23,36.36,0.55,6.42,2557.56,115
160.17,36.35,0.55,6.41,2556.84,115
160.18,36.36,0.55,6.42,2555.9,115
160.16,36.36,0.54,6.41,2554.86,115
160.18,36.35,0.55,6.41,2555.22,115
160.18,36.36,0.54,6.42,2556.05,115
160.19,36.37,0.55,6.42,2556.78,115
160.2,36.35,0.55,6.42,2555.57,115
160.2,36.34,0.55,6.42,2556.84,115
160.2,36.34,0.55,6.42,2559.15,115
160.19,36.34,0.56,6.42,2560.27,115
160.5,36.35,0.55,6.51,2549.1,115
160.72,36.35,0.56,6.47,2551.22,115
160.69,36.35,0.55,6.47,2550.77,115
160.71,36.35,0.55,6.48,2551.01,115
160.7,36.35,0.55,6.47,2552.19,115
160.69,36.35,0.55,6.48,2552.11,115
160.68,36.36,0.55,6.48,2551.87,115
160.73,36.36,0.55,6.48,2552.92,115
160.74,36.37,0.55,6.47,2551.88,115
160.73,36.37,0.56,6.48,2552.85,115
160.73,36.38,0.55,6.48,2550.93,115
160.64,36.36,0.55,6.51,2552.37,115
160.63,36.36,0.55,6.51,2552.47,115
160.62,36.37,0.55,6.51,2552.93,115
160.64,36.36,0.55,6.51,2553.06,115
160.63,36.36,0.55,6.51,2552.87,115
160.64,36.35,0.55,6.51,2553.3,115
160.64,36.33,0.55,6.5,2552.75,115
160.63,36.33,0.54,6.51,2552.72,115
160.67,36.3,0.55,6.51,2553.17,115
160.67,36.28,0.55,6.51,2552.38,115
160.59,36.27,0.55,6.52,2549.77,115
160.61,36.25,0.55,6.52,2548.36,115
160.62,36.23,0.55,6.52,2552.1,115
160.6,36.21,0.55,6.52,2553.49,115
160.61,36.19,0.54,6.52,2554.01,115
160.63,36.18,0.55,6.52,2555.34,115
160.64,36.19,0.55,6.52,2554.65,115
160.62,36.18,0.54,6.52,2553.23,115
160.62,36.19,0.55,6.52,2556.14,115
160.61,36.19,0.54,6.52,2553.7,115
160.57,36.17,0.55,6.52,2553.13,115
160.56,36.14,0.54,6.52,2552.97,115
160.57,36.15,0.54,6.52,2552.44,115
160.56,36.13,0.54,6.51,2552.07,115
160.55,36.14,0.55,6.52,2550.88,115
160.55,36.13,0.54,6.52,2550.63,115
160.58,36.12,0.54,6.52,2550.01,115
160.56,36.12,0.55,6.52,2551.54,115
160.59,36.11,0.54,6.51,2552.44,115
160.57,36.11,0.54,6.51,2552.04,115
160.96,36.1,0.54,6.71,2543.0,115
161.23,36.12,0.54,6.66,2544.78,115
161.2,36.13,0.54,6.66,2544.32,115
161.2,36.15,0.54,6.66,2544.96,115
161.2,36.16,0.54,6.66,2543.17,115
161.23,36.18,0.54,6.66,2541.45,115
161.21,36.18,0.53,6.66,2541.69,115
161.2,36.18,0.54,6.66,2542.38,115
161.21,36.19,0.54,6.66,2542.49,115
161.2,36.19,0.54,6.66,2542.44,115
161.19,36.2,0.53,6.67,2542.38,115
161.1,36.2,0.53,6.69,2541.15,115
161.09,36.2,0.53,6.69,2541.39,115
161.09,36.21,0.54,6.69,2542.44,115
161.1,36.22,0.54,6.7,2542.21,115
161.13,36.22,0.54,6.7,2542.53,115
161.11,36.23,0.54,6.69,2541.47,115
161.12,36.24,0.53,6.69,2541.38,115
161.11,36.25,0.54,6.69,2540.73,115
161.12,36.25,0.53,6.69,2541.34,115
161.11,36.25,0.54,6.69,2541.84,115
161.01,36.26,0.54,6.71,2542.88,115
161.03,36.26,0.53,6.71,2544.01,115
161.04,36.25,0.54,6.7,2544.49,115
161.03,36.25,0.53,6.7,2541.67,115
161.02,36.25,0.53,6.7,2542.75,115
161.04,36.27,0.53,6.7,2544.99,115
161.02,36.28,0.54,6.71,2540.84,115
160.99,36.29,0.53,6.71,2541.41,115
161.01,36.3,0.54,6.71,2540.6,115
161.01,36.3,0.54,6.7,2544.1,115
160.93,36.3,0.54,6.7,2543.25,115
160.95,36.31,0.53,6.7,2542.29,115
160.94,36.32,0.53,6.71,2540.08,115
160.96,36.31,0.53,6.71,2540.24,115
160.94,36.33,0.53,6.69,2537.16,115
160.92,36.31,0.53,6.7,2539.71,115
160.92,36.32,0.53,6.71,2540.64,115
160.94,36.32,0.52,6.71,2542.09,115
160.93,36.34,0.53,6.71,2540.67,115
160.92,36.34,0.54,6.71,2537.71,115
160.88,36.3,0.54,6.7,2542.29,100
160.92,36.31,0.54,6.69,2539.69,100
160.92,36.31,0.54,6.69,2541.98,100
160.94,36.32,0.53,6.69,2539.76,100
160.92,36.32,0.54,6.7,2542.89,100
160.92,36.31,0.54,6.69,2539.21,100
160.92,36.32,0.53,6.7,2539.22,100
160.93,36.32,0.54,6.71,2540.12,100
160.93,36.32,0.54,6.69,2537.39,100
160.93,36.32,0.54,6.7,2537.57,100
160.27,36.31,0.53,6.42,2566.74,100
160.47,36.27,0.53,6.38,2567.49,100
160.47,36.25,0.54,6.38,2568.71,100
160.47,36.22,0.54,6.38,2565.18,100
160.48,36.2,0.54,6.38,2568.67,100
160.48,36.2,0.54,6.37,2565.58,100
160.48,36.2,0.54,6.38,2567.83,100
160.49,36.21,0.54,6.37,2564.95,100
160.49,36.2,0.54,6.37,2565.92,100
160.48,36.2,0.54,6.38,2562.62,100
160.49,36.23,0.53,6.37,2562.39,100
160.4,36.22,0.54,6.39,2560.85,100
160.42,36.23,0.54,6.4,2563.35,100
160.38,36.24,0.53,6.39,2560.92,100
160.36,36.25,0.54,6.4,2563.18,100
160.37,36.26,0.53,6.39,2559.52,100
160.35,36.26,0.54,6.4,2559.96,100
160.37,36.28,0.54,6.39,2563.8,100
160.36,36.3,0.53,6.39,2559.69,100
160.36,36.3,0.54,6.4,2560.48,100
160.39,36.29,0.54,6.39,2561.57,100
160.29,36.31,0.54,6.41,2557.52,100
160.3,36.31,0.54,6.41,2556.11,100
160.31,36.3,0.54,6.41,2560.63,100
160.31,36.31,0.55,6.42,2565.11,100
160.32,36.31,0.54,6.41,2562.14,100
160.28,36.31,0.54,6.41,2555.09,100
160.27,36.32,0.54,6.41,2554.41,100
160.26,36.32,0.54,6.42,2553.82,100
160.25,36.33,0.54,6.41,2554.27,100
160.26,36.33,0.54,6.41,2556.69,100
160.2,36.33,0.54,6.41,2557.06,100
160.19,36.34,0.54,6.4,2555.66,100
160.2,36.34,0.54,6.41,2557.88,100
160.18,36.33,0.54,6.41,2554.56,100
160.18,36.34,0.55,6.41,2554.71,100
160.2,36.35,0.54,6.41,2555.59,100
160.2,36.36,0.54,6.41,2554.48,100
160.19,36.36,0.54,6.41,2556.75,100
160.19,36.37,0.54,6.41,2553.42,100
160.2,36.35,0.54,6.41,2557.96,100
160.47,36.35,0.54,6.5,2543.75,100
160.69,36.35,0.54,6.47,2545.7,100
160.7,36.35,0.54,6.47,2546.58,100
160.73,36.35,0.54,6.46,2549.31,100
160.71,36.35,0.54,6.47,2546.35,100
160.7,36.35,0.53,6.47,2547.56,100
160.71,36.35,0.54,6.47,2548.81,100
160.74,36.36,0.54,6.47,2547.78,100
160.76,36.35,0.54,6.47,2551.25,100
160.8,36.34,0.54,6.47,2550.21,100
160.76,36.34,0.55,6.47,2549.08,100
160.65,36.34,0.55,6.5,2547.95,100
160.65,36.33,0.55,6.49,2547.77,100
160.65,36.33,0.55,6.5,2547.54,100
160.65,36.31,0.54,6.5,2548.07,100
160.65,36.31,0.54,6.5,2548.98,100
160.67,36.31,0.55,6.49,2549.39,100
160.64,36.29,0.53,6.5,2547.48,100
160.66,36.28,0.54,6.5,2547.31,100
160.64,36.27,0.54,6.49,2545.59,100
160.65,36.26,0.54,6.5,2547.95,100
160.6,36.26,0.54,6.51,2545.95,100
160.56,36.26,0.54,6.51,2544.97,100
160.58,36.24,0.54,6.51,2548.17,100
160.58,36.26,0.54,6.51,2546.91,100
160.59,36.27,0.54,6.51,2546.55,100
160.59,36.26,0.55,6.51,2547.31,100
160.57,36.27,0.53,6.52,2548.21,100
160.6,36.26,0.55,6.51,2548.6,100
160.6,36.26,0.55,6.52,2548.62,100
160.61,36.25,0.58,6.51,2547.69,100
160.54,36.21,0.55,6.51,2545.51,100
160.57,36.19,0.54,6.51,2545.06,100
160.56,36.2,0.54,6.51,2547.57,100
160.56,36.19,0.55,6.51,2547.22,100
160.56,36.19,0.54,6.52,2547.12,100
160.58,36.18,0.54,6.51,2546.89,100
160.58,36.17,0.55,6.51,2547.06,100
160.57,36.16,0.54,6.51,2547.48,100
160.61,36.17,0.54,6.51,2547.57,100
160.59,36.16,0.54,6.52,2547.43,100
160.98,36.18,0.55,6.7,2539.43,100
161.22,36.19,0.55,6.66,2538.87,100
161.22,36.19,0.54,6.66,2538.23,100
161.23,36.2,0.54,6.66,2538.76,100
161.2,36.22,0.54,6.66,2540.04,100
161.21,36.22,0.54,6.65,2540.08,100
161.21,36.21,0.55,6.66,2539.61,100
161.2,36.22,0.55,6.66,2539.09,100
161.2,36.2,0.55,6.66,2539.88,100
161.19,36.2,0.54,6.66,2541.45,100
161.21,36.2,0.55,6.66,2542.18,100
161.1,36.22,0.55,6.69,2540.54,100
161.1,36.21,0.55,6.68,2540.72,100
161.12,36.22,0.55,6.69,2539.65,100
161.11,36.23,0.55,6.69,2539.45,100
161.1,36.22,0.54,6.69,2539.79,100
161.08,36.23,0.55,6.68,2540.28,100
161.09,36.22,0.55,6.68,2541.84,100
161.09,36.23,0.55,6.67,2541.12,100
161.1,36.24,0.55,6.68,2540.74,100
161.1,36.23,0.55,6.69,2539.91,100
161.01,36.23,0.55,6.7,2538.77,100
161.01,36.22,0.54,6.69,2538.27,100
161.02,36.19,0.55,6.69,2539.41,100
161.03,36.18,0.55,6.69,2537.07,100
161.03,36.16,0.55,6.7,2538.0,100
161.02,36.16,0.55,6.69,2537.58,100
161.02,36.17,0.55,6.69,2537.84,100
161.03,36.18,0.55,6.7,2536.65,100
161.02,36.16,0.55,6.7,2536.29,100
161.04,36.16,0.55,6.69,2538.39,100
160.96,36.15,0.55,6.7,2537.61,100
160.99,36.14,0.54,6.69,2539.25,100
161.0,36.14,0.55,6.7,2538.7,100
160.99,36.13,0.55,6.69,2537.97,100
160.98,36.13,0.55,6.69,2537.27,100
160.98,36.13,0.54,6.69,2537.49,100
160.98,36.12,0.54,6.69,2538.07,100
160.96,36.12,0.54,6.69,2537.37,100
160.97,36.11,0.54,6.69,2537.33,100
160.99,36.1,0.55,6.69,2538.4,100
160.96,36.08,0.55,6.69,2543.0,90
161.0,36.08,0.54,6.68,2541.13,90
161.0,36.07,0.55,6.68,2539.89,90
160.99,36.08,0.54,6.68,2539.63,90
161.01,36.06,0.55,6.68,2539.46,90
161.01,36.06,0.54,6.68,2539.75,90
161.04,36.06,0.54,6.68,2542.06,90
161.03,36.05,0.54,6.69,2542.08,90
161.02,36.05,0.54,6.68,2540.74,90
161.02,36.04,0.55,6.68,2540.5,90
160.37,36.01,0.54,6.41,2566.09,90
160.61,35.97,0.54,6.37,2568.42,90
160.6,35.93,0.54,6.37,2567.61,90
160.58,35.9,0.55,6.36,2566.63,90
160.59,35.88,0.54,6.37,2566.61,90
160.6,35.87,0.55,6.36,2566.04,90
160.59,35.87,0.55,6.37,2565.8,90
160.59,35.86,0.56,6.36,2565.07,90
160.59,35.87,0.55,6.37,2566.96,90
160.6,35.88,0.55,6.37,2567.99,90
160.62,35.86,0.55,6.36,2566.41,90
160.5,35.86,0.55,6.39,2562.42,90
160.49,35.85,0.56,6.39,2562.95,90
160.54,35.85,0.55,6.38,2567.65,90
160.54,35.85,0.55,6.38,2566.02,90
160.52,35.86,0.55,6.38,2565.28,90
160.53,35.87,0.55,6.38,2565.02,90
160.5,35.86,0.55,6.39,2565.12,90
160.5,35.87,0.55,6.39,2565.1,90
160.53,35.86,0.55,6.39,2563.35,90
160.52,35.86,0.55,6.38,2562.61,90
160.42,35.85,0.55,6.4,2562.29,90
160.43,35.84,0.55,6.41,2562.74,90
160.43,35.84,0.55,6.4,2562.8,90
160.43,35.84,0.54,6.41,2566.24,90
160.42,35.84,0.54,6.39,2563.33,90
160.43,35.84,0.55,6.4,2563.22,90
160.45,35.83,0.55,6.39,2562.16,90
160.46,35.82,0.54,6.4,2562.48,90
160.44,35.83,0.54,6.4,2563.48,90
160.44,35.83,0.55,6.4,2561.54,90
160.4,35.82,0.54,6.4,2561.84,90
160.39,35.8,0.55,6.4,2562.79,90
160.44,35.82,0.55,6.4,2564.65,90
160.39,35.81,0.54,6.4,2563.5,90
160.39,35.79,0.54,6.4,2563.04,90
160.39,35.78,0.55,6.4,2563.13,90
160.4,35.78,0.54,6.4,2564.18,90
160.41,35.78,0.54,6.4,2564.59,90
160.4,35.77,0.55,6.4,2563.65,90
160.4,35.77,0.55,6.4,2560.47,90
160.67,35.77,0.54,6.5,2549.23,90
160.92,35.78,0.55,6.46,2550.72,90
160.9,35.77,0.55,6.46,2549.19,90
160.92,35.78,0.55,6.46,2552.21,90
160.9,35.77,0.55,6.46,2553.3,90
160.91,35.78,0.55,6.46,2552.87,90
160.91,35.78,0.55,6.46,2553.31,90
160.89,35.76,0.55,6.46,2552.38,90
160.89,35.75,0.55,6.46,2551.37,90
160.89,35.74,0.55,6.46,2551.23,90
160.9,35.74,0.55,6.46,2548.75,90
160.81,35.75,0.56,6.49,2546.7,90
160.82,35.74,0.55,6.48,2547.96,90
160.82,35.73,0.55,6.49,2549.21,90
160.83,35.72,0.55,6.47,2548.83,90
160.81,35.72,0.55,6.49,2550.23,90
160.83,35.7,0.55,6.49,2551.38,90
160.82,35.7,0.55,6.48,2550.99,90
160.84,35.7,0.55,6.48,2551.27,90
160.82,35.69,0.55,6.48,2550.64,90
160.81,35.68,0.55,6.49,2549.23,90
160.74,35.68,0.55,6.51,2548.67,90
160.72,35.67,0.55,6.5,2548.99,90
160.72,35.65,0.55,6.49,2548.83,90
160.74,35.64,0.54,6.49,2549.9,90
160.75,35.62,0.55,6.49,2549.67,90
160.73,35.61,0.55,6.49,2550.04,90
160.74,35.61,0.54,6.49,2549.54,90
160.75,35.6,0.55,6.49,2550.71,90
160.73,35.6,0.55,6.49,2551.62,90
160.74,35.59,0.54,6.49,2550.7,90
160.69,35.59,0.54,6.5,2550.04,90
160.69,35.58,0.55,6.51,2549.36,90
160.68,35.57,0.55,6.51,2550.68,90
160.68,35.56,0.54,6.5,2550.67,90
160.7,35.55,0.54,6.5,2550.81,90
160.71,35.54,0.55,6.51,2551.72,90
160.67,35.54,0.55,6.51,2553.1,90
160.68,35.54,0.55,6.51,2548.41,90
160.71,35.54,0.56,6.51,2547.82,90
160.7,35.55,0.56,6.51,2550.34,90
161.13,35.54,0.55,6.69,2539.04,90
161.37,35.56,0.56,6.65,2541.43,90
161.39,35.57,0.55,6.65,2540.13,90
161.37,35.58,0.56,6.65,2541.66,90
161.37,35.59,0.56,6.65,2539.11,90
161.38,35.59,0.56,6.65,2542.14,90
161.4,35.59,0.55,6.65,2544.12,90
161.41,35.59,0.56,6.66,2545.24,90
161.37,35.59,0.56,6.66,2544.6,90
161.38,35.56,0.56,6.66,2544.06,90
161.4,35.55,0.55,6.65,2546.27,90
161.32,35.54,0.56,6.67,2545.3,90
161.3,35.54,0.56,6.67,2544.07,90
161.32,35.54,0.55,6.68,2542.2,90
161.34,35.54,0.56,6.67,2543.33,90
161.32,35.54,0.56,6.67,2542.75,90
161.33,35.54,0.54,6.67,2541.66,90
161.33,35.53,0.55,6.67,2543.09,90
161.34,35.53,0.55,6.67,2543.04,90
161.33,35.52,0.54,6.68,2542.84,90
161.34,35.51,0.56,6.67,2540.65,90
161.26,35.51,0.55,6.69,2538.51,90
161.25,35.5,0.55,6.7,2538.18,90
161.26,35.47,0.56,6.68,2538.12,90
161.24,35.47,0.56,6.68,2538.21,90
161.28,35.45,0.55,6.68,2539.55,90
161.27,35.45,0.55,6.68,2543.21,90
161.26,35.45,0.55,6.69,2543.5,90
161.26,35.44,0.55,6.68,2543.06,90
161.26,35.43,0.55,6.7,2544.17,90
161.26,35.41,0.55,6.69,2543.72,90
161.21,35.4,0.55,6.69,2542.3,90
161.22,35.4,0.55,6.69,2544.37,90
161.21,35.39,0.55,6.69,2542.85,90
161.22,35.38,0.55,6.69,2545.0,90
161.21,35.37,0.55,6.7,2544.81,90
161.22,35.38,0.55,6.7,2545.05,90
161.23,35.37,0.55,6.69,2545.46,90
161.23,35.36,0.55,6.7,2545.67,90
161.23,35.36,0.55,6.69,2546.16,90
161.21,35.34,0.55,6.7,2546.29,90
161.23,35.33,0.55,6.69,2548.49,90
161.24,35.33,0.55,6.7,2547.43,90
161.24,35.33,0.55,6.7,2546.98,90
161.24,35.32,0.55,6.69,2547.04,90
161.23,35.31,0.55,6.69,2543.91,90
161.21,35.32,0.55,6.69,2543.41,90
161.19,35.32,0.55,6.69,2542.73,90
161.21,35.32,0.54,6.68,2544.05,90
161.22,35.32,0.55,6.69,2543.82,90
