pressure,temperature,vibration,volume_flow,Motor_power,stable_flag
158.14,44.91,0.61,6.37,2484.62,0
158.14,44.9,0.61,6.37,2482.8,0
158.16,44.9,0.61,6.37,2481.04,0
158.15,44.88,0.61,6.38,2480.37,0
158.16,44.85,0.62,6.38,2480.71,0
158.1,44.84,0.62,6.38,2481.86,0
158.11,44.85,0.61,6.37,2484.71,0
158.13,44.84,0.61,6.36,2486.19,0
158.12,44.86,0.61,6.37,2486.6,0
158.1,44.84,0.61,6.37,2482.65,0
158.12,44.84,0.61,6.36,2481.75,0
158.11,44.84,0.62,6.36,2481.72,0
158.12,44.83,0.61,6.37,2481.52,0
158.13,44.79,0.62,6.36,2481.88,0
158.13,44.79,0.62,6.37,2481.48,0
158.37,44.81,0.62,6.46,2470.59,1
158.58,44.83,0.62,6.42,2473.63,0
158.56,44.84,0.62,6.43,2472.55,0
158.56,44.82,0.62,6.42,2469.04,0
158.6,44.81,0.62,6.43,2468.35,0
158.6,44.82,0.63,6.43,2466.17,0
158.59,44.84,0.62,6.44,2466.24,0
158.6,44.83,0.62,6.44,2467.52,0
158.61,44.81,0.62,6.43,2471.35,0
158.6,44.8,0.61,6.42,2477.02,0
158.62,44.8,0.61,6.43,2474.56,0
158.52,44.79,0.61,6.47,2472.76,0
158.55,44.78,0.61,6.46,2473.1,0
158.55,44.77,0.62,6.46,2473.38,0
158.54,44.76,0.62,6.47,2473.72,0
158.53,44.74,0.61,6.46,2475.26,0
158.53,44.73,0.6,6.47,2474.49,0
158.52,44.74,0.61,6.46,2475.14,0
158.55,44.7,0.61,6.46,2475.93,0
158.53,44.7,0.61,6.46,2476.55,0
158.56,44.72,0.61,6.47,2476.76,0
158.51,44.72,0.62,6.48,2474.78,0
158.52,44.71,0.62,6.49,2475.37,0
158.53,44.69,0.61,6.48,2476.43,0
158.51,44.67,0.62,6.47,2473.62,0
158.52,44.65,0.62,6.48,2472.94,0
158.49,44.65,0.62,6.48,2473.45,0
158.51,44.63,0.62,6.48,2474.58,0
158.52,44.62,0.62,6.47,2476.05,0
158.51,44.63,0.62,6.48,2477.05,0
158.53,44.63,0.62,6.47,2477.41,0
158.47,44.6,0.61,6.47,2475.56,0
158.48,44.59,0.61,6.46,2476.75,0
158.46,44.58,0.61,6.47,2471.42,0
158.48,44.57,0.61,6.47,2469.67,0
158.47,44.57,0.61,6.47,2469.1,0
158.45,44.57,0.61,6.48,2467.36,0
158.47,44.54,0.62,6.49,2467.61,0
158.48,44.53,0.67,6.48,2468.13,0
158.49,44.5,0.69,6.47,2468.31,0
158.51,44.46,0.62,6.48,2471.1,0
158.9,44.47,0.62,6.68,2461.54,1
159.1,44.53,0.62,6.63,2464.35,0
159.09,44.57,0.61,6.63,2460.07,0
159.1,44.57,0.62,6.63,2459.9,0
159.11,44.59,0.61,6.63,2460.76,0
159.11,44.61,0.62,6.63,2461.96,0
159.07,44.61,0.62,6.63,2459.26,0
159.11,44.62,0.62,6.63,2463.54,0
159.11,44.61,0.61,6.63,2466.49,0
159.12,44.62,0.61,6.63,2469.53,0
159.11,44.63,0.61,6.65,2471.49,0
159.03,44.62,0.61,6.67,2471.33,0
159.0,44.64,0.61,6.67,2471.8,0
159.0,44.63,0.61,6.67,2470.92,0
159.01,44.64,0.61,6.66,2470.19,0
159.01,44.63,0.61,6.67,2470.86,0
159.0,44.64,0.61,6.67,2469.79,0
159.02,44.64,0.61,6.66,2467.56,0
158.99,44.61,0.61,6.66,2468.35,0
159.01,44.62,0.61,6.67,2470.37,0
159.0,44.62,0.61,6.67,2471.59,0
158.93,44.62,0.6,6.68,2466.49,0
158.94,44.61,0.6,6.69,2465.65,0
158.95,44.6,0.6,6.69,2467.44,0
158.96,44.6,0.6,6.68,2467.43,0
158.95,44.57,0.6,6.69,2466.98,0
158.94,44.56,0.61,6.68,2467.96,0
158.95,44.56,0.59,6.68,2469.34,0
158.96,44.59,0.61,6.67,2469.07,0
158.94,44.6,0.61,6.68,2468.55,0
158.94,44.59,0.61,6.67,2468.2,0
158.9,44.61,0.6,6.67,2467.78,0
158.92,44.59,0.6,6.66,2467.48,0
158.91,44.61,0.6,6.67,2465.18,0
158.91,44.6,0.61,6.68,2463.29,0
158.9,44.58,0.61,6.67,2464.24,0
158.91,44.54,0.61,6.67,2465.22,0
158.91,44.52,0.6,6.68,2466.47,0
158.91,44.52,0.61,6.69,2465.2,0
158.91,44.52,0.6,6.67,2465.24,0
158.92,44.53,0.6,6.68,2466.0,0
158.83,44.49,0.6,6.67,2466.34,1
158.93,44.48,0.6,6.67,2468.5,1
158.92,44.48,0.61,6.67,2468.44,1
158.92,44.48,0.6,6.66,2469.95,1
158.93,44.44,0.61,6.67,2470.1,1
158.93,44.43,0.6,6.66,2469.56,1
158.93,44.44,0.6,6.66,2469.54,1
158.92,44.41,0.6,6.66,2472.05,1
158.95,44.41,0.6,6.66,2469.94,1
158.95,44.41,0.6,6.68,2467.69,1
158.36,44.38,0.59,6.4,2497.21,1
158.53,44.28,0.61,6.35,2496.26,0
158.54,44.23,0.61,6.35,2497.31,0
158.53,44.2,0.61,6.35,2496.82,0
158.55,44.16,0.61,6.33,2494.8,0
158.55,44.15,0.61,6.33,2496.54,0
158.55,44.11,0.61,6.33,2495.83,0
158.55,44.09,0.61,6.33,2496.74,0
158.55,44.1,0.61,6.33,2497.68,0
158.55,44.1,0.61,6.33,2495.46,0
158.56,44.1,0.61,6.33,2490.49,0
158.44,44.09,0.61,6.36,2489.71,0
158.45,44.11,0.61,6.36,2489.79,0
158.46,44.1,0.62,6.35,2490.08,0
158.45,44.07,0.62,6.35,2491.65,0
158.46,44.08,0.62,6.36,2491.45,0
158.46,44.1,0.63,6.37,2491.82,0
158.46,44.12,0.62,6.36,2493.96,0
158.45,44.12,0.62,6.36,2493.0,0
158.45,44.16,0.61,6.37,2492.58,0
158.46,44.15,0.62,6.37,2490.44,0
158.38,44.17,0.62,6.37,2489.33,0
158.38,44.18,0.61,6.37,2489.89,0
158.39,44.15,0.61,6.37,2491.75,0
158.38,44.13,0.61,6.37,2491.51,0
158.38,44.12,0.6,6.38,2493.64,0
158.41,44.15,0.61,6.37,2494.46,0
158.41,44.13,0.61,6.37,2494.55,0
158.38,44.11,0.61,6.37,2490.49,0
158.4,44.11,0.61,6.37,2490.83,0
158.39,44.12,0.61,6.37,2490.59,0
158.35,44.12,0.61,6.36,2490.79,0
158.38,44.13,0.62,6.37,2496.11,0
158.33,44.14,0.62,6.38,2496.42,0
158.35,44.13,0.62,6.37,2486.4,0
158.35,44.13,0.61,6.37,2484.16,0
158.32,44.11,0.61,6.37,2483.63,0
158.32,44.11,0.62,6.36,2483.99,0
158.32,44.11,0.61,6.36,2485.44,0
158.31,44.12,0.61,6.36,2485.64,0
158.3,44.13,0.61,6.36,2486.86,0
158.55,44.11,0.62,6.46,2477.36,1
158.77,44.11,0.61,6.42,2477.82,0
158.79,44.12,0.62,6.42,2479.02,0
158.8,44.11,0.62,6.43,2479.84,0
158.79,44.1,0.61,6.43,2479.98,0
158.81,44.11,0.61,6.43,2480.6,0
158.82,44.15,0.61,6.43,2481.44,0
158.81,44.14,0.62,6.44,2479.6,0
158.81,44.11,0.62,6.43,2472.9,0
158.84,44.08,0.62,6.43,2476.88,0
158.85,44.08,0.62,6.43,2478.63,0
158.73,44.05,0.62,6.46,2476.72,0
158.74,44.08,0.61,6.46,2479.19,0
158.72,44.09,0.61,6.46,2475.97,0
158.73,44.05,0.61,6.46,2476.08,0
158.73,44.05,0.61,6.46,2475.53,0
158.76,44.03,0.6,6.45,2475.64,0
158.75,44.04,0.61,6.46,2476.93,0
158.73,44.05,0.62,6.46,2477.31,0
158.75,44.06,0.61,6.46,2478.8,0
158.75,44.06,0.62,6.46,2479.88,0
158.71,44.05,0.62,6.47,2480.14,0
158.68,44.06,0.62,6.47,2480.42,0
158.66,44.09,0.62,6.48,2480.92,0
158.66,44.09,0.62,6.47,2479.29,0
158.68,44.09,0.62,6.48,2479.31,0
158.68,44.05,0.62,6.48,2479.29,0
158.67,44.08,0.62,6.48,2479.82,0
158.69,44.06,0.61,6.48,2478.58,0
158.71,44.08,0.61,6.47,2477.37,0
158.69,44.09,0.61,6.47,2478.53,0
158.66,44.1,0.61,6.47,2476.08,0
158.66,44.08,0.61,6.47,2474.12,0
158.65,44.08,0.6,6.47,2473.95,0
158.64,44.08,0.61,6.46,2474.43,0
158.64,44.09,0.61,6.47,2474.99,0
158.64,44.1,0.61,6.47,2475.56,0
158.64,44.08,0.61,6.47,2475.5,0
158.64,44.1,0.61,6.46,2474.59,0
158.6,44.13,0.62,6.46,2470.75,0
158.61,44.13,0.62,6.46,2474.67,0
158.99,44.13,0.61,6.67,2464.9,1
159.23,44.18,0.61,6.63,2470.17,0
159.21,44.21,0.61,6.63,2472.59,0
159.22,44.24,0.61,6.64,2470.01,0
159.24,44.26,0.6,6.63,2467.77,0
159.22,44.29,0.61,6.63,2466.62,0
159.23,44.28,0.61,6.62,2468.1,0
159.22,44.29,0.61,6.62,2468.24,0
159.21,44.32,0.62,6.63,2468.0,0
159.22,44.33,0.61,6.62,2468.02,0
159.2,44.32,0.62,6.64,2469.48,0
159.11,44.34,0.61,6.66,2467.31,0
159.1,44.35,0.62,6.66,2464.28,0
159.11,44.35,0.62,6.66,2464.7,0
159.11,44.34,0.61,6.66,2464.95,0
159.13,44.35,0.62,6.67,2463.19,0
159.12,44.34,0.62,6.66,2462.4,0
159.11,44.34,0.62,6.67,2460.72,0
159.12,44.31,0.61,6.67,2461.13,0
159.13,44.29,0.61,6.66,2460.63,0
159.1,44.32,0.61,6.66,2460.24,0
159.03,44.31,0.62,6.67,2457.72,0
159.06,44.3,0.61,6.67,2459.35,0
159.06,44.32,0.61,6.68,2463.19,0
159.05,44.32,0.6,6.67,2464.49,0
159.04,44.35,0.61,6.67,2463.76,0
159.03,44.35,0.6,6.67,2464.69,0
159.03,44.38,0.6,6.67,2465.68,0
159.03,44.38,0.6,6.67,2466.12,0
159.04,44.37,0.61,6.67,2466.06,0
159.04,44.38,0.6,6.68,2463.78,0
158.97,44.38,0.6,6.67,2463.83,0
158.99,44.39,0.6,6.67,2464.31,0
159.01,44.39,0.6,6.67,2464.45,0
158.99,44.37,0.61,6.67,2463.9,0
158.97,44.38,0.62,6.67,2458.63,0
158.98,44.39,0.61,6.67,2456.83,0
158.97,44.4,0.61,6.66,2457.33,0
159.0,44.36,0.61,6.66,2458.58,0
159.01,44.37,0.61,6.66,2460.07,0
159.01,44.35,0.59,6.67,2461.67,0
158.94,44.32,0.6,6.66,2468.58,1
159.0,44.32,0.6,6.66,2468.93,1
158.99,44.33,0.6,6.66,2468.52,1
158.99,44.33,0.61,6.66,2465.86,1
158.97,44.34,0.61,6.66,2462.61,1
158.99,44.33,0.61,6.66,2457.26,1
158.98,44.31,0.61,6.66,2456.44,1
158.98,44.31,0.6,6.66,2457.67,1
158.99,44.31,0.61,6.67,2461.99,1
158.99,44.3,0.61,6.66,2463.65,1
158.4,44.28,0.61,6.38,2492.5,1
158.59,44.16,0.61,6.33,2490.8,0
158.59,44.11,0.61,6.33,2490.56,0
158.61,44.07,0.62,6.33,2489.78,0
158.61,44.05,0.61,6.33,2489.37,0
158.59,44.03,0.61,6.33,2488.62,0
158.61,44.01,0.61,6.32,2489.01,0
158.6,44.02,0.61,6.32,2488.5,0
158.59,44.03,0.61,6.32,2488.64,0
158.6,44.02,0.6,6.32,2488.47,0
158.59,44.04,0.6,6.33,2486.61,0
158.52,44.05,0.61,6.36,2485.51,0
158.51,44.06,0.6,6.35,2484.96,0
158.51,44.06,0.61,6.36,2483.65,0
158.49,44.03,0.61,6.35,2484.06,0
158.47,44.02,0.61,6.36,2482.93,0
158.48,44.04,0.6,6.35,2483.36,0
158.5,44.07,0.61,6.34,2485.34,0
158.5,44.05,0.61,6.36,2481.5,0
158.51,44.05,0.62,6.34,2480.55,0
158.52,44.08,0.62,6.35,2485.22,0
158.47,44.11,0.62,6.36,2485.71,0
158.44,44.08,0.61,6.36,2481.32,0
158.45,44.05,0.62,6.36,2483.44,0
158.44,44.05,0.62,6.36,2481.4,0
158.46,44.0,0.62,6.36,2481.59,0
158.44,44.0,0.62,6.36,2482.91,0
158.46,44.03,0.62,6.36,2481.87,0
158.45,44.04,0.61,6.35,2483.3,0
158.46,44.02,0.62,6.37,2482.51,0
158.45,44.03,0.61,6.36,2480.43,0
158.41,44.05,0.62,6.36,2480.76,0
158.41,44.05,0.62,6.36,2480.46,0
158.4,44.06,0.61,6.37,2482.37,0
158.4,44.08,0.61,6.37,2482.15,0
158.36,44.07,0.61,6.36,2481.46,0
158.36,44.08,0.62,6.36,2480.21,0
158.37,44.07,0.62,6.36,2480.68,0
158.37,44.06,0.62,6.37,2481.22,0
158.36,44.08,0.61,6.36,2482.46,0
158.36,44.07,0.61,6.35,2480.93,0
158.61,44.08,0.62,6.45,2470.73,1
158.84,44.09,0.61,6.41,2471.62,0
158.85,44.09,0.61,6.41,2470.79,0
158.85,44.07,0.61,6.41,2472.32,0
158.82,44.09,0.61,6.42,2470.88,0
158.85,44.09,0.61,6.41,2470.55,0
158.87,44.08,0.61,6.41,2470.47,0
158.85,44.05,0.61,6.42,2470.08,0
158.86,44.04,0.61,6.42,2469.71,0
158.86,44.05,0.61,6.42,2467.92,0
158.88,44.06,0.62,6.42,2467.5,0
158.77,44.07,0.6,6.45,2468.28,0
158.77,44.08,0.6,6.45,2467.32,0
158.79,44.08,0.6,6.44,2467.53,0
158.75,44.09,0.62,6.45,2467.81,0
158.79,44.08,0.61,6.43,2469.21,0
158.77,44.05,0.62,6.43,2466.9,0
158.78,44.05,0.61,6.44,2467.83,0
158.79,44.09,0.61,6.44,2469.03,0
158.74,44.09,0.61,6.45,2467.23,0
158.77,44.07,0.62,6.44,2471.16,0
158.72,44.07,0.62,6.45,2471.28,0
158.71,44.07,0.61,6.45,2468.63,0
158.7,44.08,0.62,6.46,2470.21,0
158.69,44.09,0.61,6.46,2470.55,0
158.69,44.12,0.61,6.45,2471.19,0
158.7,44.14,0.62,6.46,2471.55,0
158.68,44.14,0.62,6.47,2470.32,0
158.7,44.16,0.61,6.46,2467.65,0
158.68,44.17,0.61,6.46,2466.91,0
158.68,44.18,0.61,6.47,2467.66,0
158.64,44.17,0.61,6.46,2467.76,0
158.65,44.16,0.61,6.46,2467.71,0
158.65,44.16,0.61,6.46,2467.84,0
158.66,44.16,0.61,6.45,2469.15,0
158.64,44.18,0.6,6.45,2466.53,0
158.66,44.2,0.6,6.45,2465.93,0
158.63,44.21,0.6,6.45,2465.4,0
158.64,44.22,0.61,6.45,2465.22,0
158.63,44.21,0.61,6.46,2467.63,0
158.64,44.23,0.62,6.45,2467.45,0
159.04,44.26,0.61,6.66,2458.11,1
159.25,44.28,0.61,6.62,2459.63,0
159.24,44.33,0.61,6.62,2457.47,0
159.24,44.38,0.61,6.62,2457.21,0
159.24,44.38,0.62,6.62,2459.26,0
159.24,44.38,0.61,6.62,2459.4,0
159.2,44.41,0.61,6.63,2458.77,0
159.2,44.43,0.61,6.62,2457.39,0
159.21,44.47,0.61,6.62,2457.6,0
159.23,44.5,0.6,6.62,2458.57,0
159.21,44.51,0.61,6.62,2457.4,0
159.09,44.51,0.62,6.65,2453.31,0
159.13,44.49,0.62,6.63,2453.68,0
159.12,44.53,0.61,6.62,2452.3,0
159.12,44.52,0.7,6.64,2466.67,0
159.13,44.46,0.61,6.65,2467.03,0
159.12,44.44,0.61,6.65,2466.69,0
159.13,44.48,0.6,6.64,2466.29,0
159.14,44.5,0.6,6.64,2467.08,0
159.14,44.52,0.6,6.64,2468.37,0
159.11,44.53,0.6,6.66,2467.78,0
159.07,44.52,0.61,6.66,2469.31,0
159.04,44.55,0.6,6.67,2470.62,0
159.05,44.56,0.59,6.66,2470.21,0
159.04,44.58,0.59,6.66,2469.13,0
159.03,44.59,0.6,6.67,2468.34,0
159.04,44.6,0.6,6.66,2468.46,0
159.04,44.62,0.6,6.66,2468.47,0
159.03,44.65,0.59,6.65,2469.14,0
159.04,44.64,0.6,6.67,2470.41,0
159.01,44.67,0.59,6.66,2468.61,0
159.0,44.7,0.6,6.66,2466.21,0
158.96,44.69,0.6,6.66,2465.49,0
158.97,44.69,0.59,6.66,2462.71,0
158.95,44.72,0.6,6.66,2460.07,0
158.96,44.75,0.6,6.66,2460.05,0
158.97,44.75,0.61,6.67,2457.96,0
158.97,44.77,0.6,6.66,2457.8,0
158.95,44.79,0.59,6.66,2458.93,0
158.96,44.79,0.6,6.66,2460.09,0
158.96,44.82,0.6,6.66,2460.67,0
159.01,44.67,0.62,6.66,2465.3,1
159.29,43.33,0.61,6.67,2476.71,1
159.55,41.87,0.61,6.67,2489.08,1
159.72,40.89,0.61,6.66,2497.68,1
159.87,40.12,0.6,6.68,2504.22,1
159.99,39.46,0.59,6.67,2514.34,1
160.1,38.9,0.59,6.67,2513.88,1
160.17,38.44,0.58,6.68,2518.24,1
160.28,38.05,0.58,6.69,2521.8,1
160.34,37.7,0.58,6.67,2522.14,1
160.4,37.43,0.57,6.67,2527.91,1
160.47,37.18,0.57,6.67,2530.43,1
160.51,36.95,0.57,6.69,2532.19,1
160.57,36.75,0.57,6.68,2534.38,1
160.6,36.6,0.57,6.67,2536.03,1
160.64,36.45,0.56,6.7,2539.38,1
160.68,36.32,0.57,6.68,2539.84,1
160.72,36.21,0.56,6.68,2541.07,1
160.74,36.13,0.56,6.7,2542.72,1
160.75,36.06,0.57,6.68,2542.14,1
160.78,35.98,0.56,6.69,2542.96,1
160.83,35.91,0.56,6.68,2543.83,1
160.84,35.87,0.56,6.68,2544.26,1
160.84,35.8,0.56,6.7,2546.36,1
160.87,35.75,0.56,6.7,2548.25,1
160.89,35.72,0.56,6.68,2547.73,1
160.92,35.69,0.56,6.69,2542.41,1
160.93,35.65,0.56,6.7,2543.04,1
160.95,35.61,0.57,6.68,2542.45,1
160.91,35.59,0.57,6.68,2541.45,1
160.94,35.56,0.56,6.68,2541.59,1
160.94,35.53,0.56,6.68,2541.51,1
160.96,35.53,0.56,6.68,2542.29,1
160.98,35.52,0.56,6.68,2542.8,1
160.96,35.5,0.56,6.69,2541.5,1
160.97,35.5,0.56,6.69,2541.16,1
160.97,35.49,0.56,6.68,2545.46,1
160.98,35.48,0.56,6.68,2544.65,1
160.99,35.48,0.56,6.69,2545.73,1
160.99,35.46,0.56,6.7,2545.0,1
161.0,35.45,0.56,6.68,2546.01,1
160.99,35.45,0.56,6.69,2545.66,1
160.98,35.44,0.56,6.68,2545.54,1
161.01,35.43,0.56,6.68,2545.86,1
160.98,35.44,0.56,6.69,2544.58,1
161.0,35.43,0.56,6.68,2543.64,1
160.98,35.43,0.56,6.7,2545.22,1
161.0,35.44,0.55,6.69,2545.97,1
161.01,35.43,0.56,6.7,2547.1,1
161.01,35.44,0.56,6.67,2545.56,1
161.0,35.43,0.56,6.68,2545.43,1
161.0,35.45,0.56,6.7,2545.17,1
160.99,35.45,0.55,6.69,2543.78,1
161.0,35.44,0.56,6.7,2543.61,1
161.0,35.44,0.57,6.69,2543.84,1
160.99,35.44,0.56,6.7,2544.73,1
161.02,35.43,0.56,6.69,2545.02,1
161.0,35.42,0.57,6.7,2541.96,1
161.0,35.41,0.56,6.69,2542.48,1
161.02,35.41,0.57,6.69,2539.42,1
161.03,35.41,0.56,6.68,2541.79,1
161.03,35.42,0.56,6.68,2543.01,1
161.04,35.41,0.56,6.69,2542.4,1
161.04,35.41,0.56,6.68,2540.11,1
161.03,35.4,0.56,6.7,2540.17,1
161.04,35.39,0.57,6.69,2541.84,1
161.02,35.39,0.57,6.68,2543.34,1
161.04,35.39,0.58,6.68,2542.86,1
161.03,35.4,0.57,6.68,2540.97,1
161.02,35.38,0.56,6.69,2540.71,1
161.02,35.41,0.56,6.7,2545.78,1
161.03,35.4,0.56,6.69,2546.69,1
161.04,35.4,0.57,6.68,2545.79,1
161.04,35.4,0.56,6.7,2543.77,1
161.03,35.4,0.56,6.7,2543.91,1
161.02,35.41,0.57,6.69,2544.22,1
161.03,35.42,0.56,6.68,2543.44,1
161.04,35.41,0.56,6.68,2544.03,1
161.03,35.41,0.56,6.69,2543.6,1
161.02,35.41,0.56,6.68,2543.86,1
161.02,35.41,0.56,6.7,2545.9,1
161.02,35.41,0.56,6.69,2544.18,1
161.02,35.42,0.56,6.7,2543.45,1
161.04,35.42,0.57,6.69,2544.88,1
161.03,35.43,0.56,6.69,2545.22,1
161.02,35.44,0.56,6.7,2544.82,1
161.03,35.44,0.56,6.68,2544.82,1
161.04,35.43,0.56,6.7,2544.09,1
161.02,35.44,0.56,6.69,2544.76,1
161.05,35.44,0.56,6.68,2544.8,1
161.01,35.44,0.56,6.69,2543.51,1
161.01,35.45,0.56,6.69,2544.97,1
161.03,35.47,0.56,6.68,2545.65,1
161.02,35.47,0.56,6.68,2544.21,1
161.01,35.47,0.56,6.69,2545.17,1
161.02,35.47,0.56,6.7,2547.03,1
161.03,35.48,0.56,6.68,2545.9,1
161.02,35.5,0.56,6.7,2545.6,1
161.04,35.5,0.57,6.69,2543.98,1
161.04,35.51,0.56,6.7,2543.39,1
161.01,35.52,0.56,6.7,2544.56,1
161.01,35.52,0.56,6.69,2545.34,1
161.0,35.52,0.56,6.7,2544.47,1
161.02,35.53,0.56,6.69,2544.66,1
161.03,35.53,0.57,6.68,2545.2,1
161.02,35.53,0.57,6.69,2542.67,1
161.02,35.55,0.56,6.69,2544.02,1
161.0,35.55,0.56,6.67,2544.2,1
161.01,35.56,0.56,6.7,2541.92,1
161.03,35.55,0.56,6.7,2541.64,1
161.03,35.55,0.56,6.69,2542.01,1
161.03,35.54,0.56,6.69,2541.3,1
161.03,35.54,0.56,6.68,2541.09,1
161.02,35.55,0.57,6.69,2542.2,1
161.02,35.54,0.56,6.68,2542.78,1
161.04,35.54,0.57,6.7,2541.16,1
161.03,35.54,0.57,6.68,2542.93,1
161.03,35.54,0.57,6.68,2542.01,1
161.01,35.54,0.56,6.69,2540.39,1
160.99,35.54,0.56,6.68,2540.36,1
161.01,35.53,0.56,6.68,2540.1,1
161.01,35.53,0.56,6.7,2539.9,1
161.01,35.53,0.55,6.68,2540.42,1
161.02,35.52,0.55,6.69,2541.68,1
161.03,35.51,0.56,6.7,2541.29,1
161.02,35.5,0.56,6.69,2542.31,1
161.03,35.5,0.56,6.68,2541.88,1
161.02,35.49,0.56,6.7,2540.37,1
161.03,35.48,0.56,6.68,2540.88,1
161.02,35.48,0.56,6.7,2540.83,1
161.05,35.48,0.56,6.68,2540.38,1
161.04,35.48,0.56,6.69,2540.41,1
161.03,35.47,0.56,6.68,2540.65,1
161.03,35.48,0.56,6.7,2541.04,1
161.04,35.47,0.56,6.69,2543.89,1
161.03,35.48,0.56,6.68,2547.27,1
161.02,35.48,0.56,6.7,2544.23,1
161.01,35.49,0.55,6.68,2543.06,1
161.01,35.48,0.55,6.69,2543.59,1
161.02,35.47,0.55,6.69,2544.13,1
161.03,35.47,0.56,6.69,2544.6,1
161.02,35.48,0.55,6.7,2544.9,1
161.04,35.48,0.55,6.71,2546.75,1
161.06,35.47,0.55,6.7,2547.86,1
161.06,35.47,0.57,6.69,2548.71,1
161.04,35.48,0.56,6.7,2548.18,1
161.06,35.47,0.56,6.68,2548.36,1
161.04,35.47,0.55,6.69,2548.94,1
161.03,35.48,0.56,6.69,2547.93,1
161.04,35.48,0.56,6.68,2547.07,1
161.04,35.47,0.56,6.68,2549.51,1
161.05,35.46,0.56,6.7,2549.88,1
161.07,35.47,0.56,6.69,2548.12,1
161.05,35.46,0.56,6.7,2549.27,1
161.03,35.46,0.55,6.69,2548.51,1
161.06,35.45,0.55,6.69,2543.01,1
161.07,35.45,0.56,6.69,2545.16,1
161.05,35.46,0.55,6.69,2543.86,1
161.05,35.45,0.56,6.69,2543.85,1
161.03,35.44,0.56,6.69,2544.01,1
161.03,35.44,0.56,6.7,2545.37,1
161.04,35.44,0.55,6.68,2544.57,1
161.04,35.43,0.56,6.68,2544.5,1
161.03,35.43,0.55,6.69,2543.04,1
161.04,35.44,0.55,6.7,2543.87,1
161.04,35.43,0.55,6.69,2547.35,1
161.04,35.42,0.55,6.69,2547.86,1
161.06,35.42,0.55,6.7,2547.45,1
161.03,35.41,0.54,6.69,2547.77,1
161.05,35.4,0.54,6.7,2549.07,1
161.05,35.41,0.54,6.68,2549.73,1
161.05,35.41,0.55,6.69,2548.59,1
161.04,35.4,0.55,6.69,2547.35,1
161.06,35.42,0.54,6.69,2548.37,1
161.06,35.42,0.55,6.69,2547.47,1
161.06,35.42,0.55,6.68,2547.8,1
161.06,35.43,0.55,6.7,2545.87,1
161.05,35.42,0.55,6.7,2547.75,1
161.06,35.42,0.55,6.69,2549.3,1
161.05,35.43,0.56,6.7,2548.84,1
161.06,35.43,0.55,6.7,2550.0,1
161.05,35.44,0.55,6.69,2547.79,1
161.05,35.44,0.55,6.7,2547.73,1
161.03,35.45,0.56,6.7,2543.82,1
161.04,35.46,0.56,6.7,2543.81,1
161.03,35.48,0.55,6.7,2544.41,1
161.03,35.5,0.56,6.7,2545.07,1
161.04,35.51,0.55,6.7,2544.63,1
161.04,35.51,0.56,6.69,2542.19,1
